,skewness,rank,demeaned_rank,weight
QQQ,-0.43150683977241383,226.0,69.0,0.005634492895639392
TQQQ,-0.430389040626155,225.0,68.0,0.005552833578311285
XLY,-0.42205793194305175,224.0,67.0,0.005471174260983178
SHEL,-0.4191604055481566,223.0,66.0,0.0053895149436550705
AIG,-0.4164675521563224,222.0,65.0,0.005307855626326964
PYPL,-0.4050743321333006,221.0,64.0,0.005226196308998857
NXE,-0.40383062245490775,220.0,63.0,0.00514453699167075
MMC,-0.3944450162943676,219.0,62.0,0.005062877674342643
MCD,-0.3844241475347928,218.0,61.0,0.004981218357014535
XLE,-0.37862747729604335,217.0,60.0,0.004899559039686428
NOW,-0.37665771356464217,216.0,59.0,0.004817899722358321
GM,-0.37298601254034985,215.0,58.0,0.004736240405030213
AEM,-0.37164691258094507,214.0,57.0,0.0046545810877021065
AMX,-0.3686810800244033,213.0,56.0,0.004572921770374
XLC,-0.3683178337350543,212.0,55.0,0.004491262453045893
HON,-0.3679611968459316,211.0,54.0,0.004409603135717786
ILF,-0.3665127930796665,210.0,53.0,0.004327943818389678
MRNA,-0.36335353358476086,209.0,52.0,0.004246284501061571
ASR,-0.3612487152668626,208.0,51.0,0.004164625183733464
BSBR,-0.35298253635450705,207.0,50.0,0.004082965866405356
URA,-0.35265504885042065,206.0,49.0,0.004001306549077249
VIG,-0.3497934635424532,205.0,48.0,0.0039196472317491425
KMB,-0.3365754258948477,204.0,47.0,0.0038379879144210356
BP,-0.3298511460461872,203.0,46.0,0.0037563285970929282
TXN,-0.3269226187651446,202.0,45.0,0.003674669279764821
SIEGY,-0.3223046655219409,201.0,44.0,0.003593009962436714
QCOM,-0.3175320260217808,200.0,43.0,0.003511350645108607
AMD,-0.3095716126948513,199.0,42.0,0.0034296913277804997
VEA,-0.29577339244520107,198.0,41.0,0.0033480320104523923
GDX,-0.28325775948742843,197.0,40.0,0.0032663726931242854
TIMB,-0.2768474736015439,196.0,39.0,0.0031847133757961785
ING,-0.2747989099647354,195.0,38.0,0.003103054058468071
NU,-0.27147288422995847,194.0,37.0,0.003021394741139964
EFA,-0.27138647203001426,193.0,36.0,0.002939735423811857
XLB,-0.2666120257934086,192.0,35.0,0.00285807610648375
BA,-0.2664793276780236,191.0,34.0,0.0027764167891556426
E,-0.2605061301900066,190.0,33.0,0.0026947574718275353
TSM,-0.25584191099860104,189.0,32.0,0.0026130981544994283
IEUR,-0.25399600072337647,188.0,31.0,0.0025314388371713214
ABEV,-0.24754830723069038,187.0,30.0,0.002449779519843214
XLV,-0.2367798519061578,186.0,29.0,0.0023681202025151067
HAL,-0.23353001211483967,185.0,28.0,0.002286460885187
IVE,-0.22853681381100596,184.0,27.0,0.002204801567858893
BX,-0.22603098495282892,183.0,26.0,0.0021231422505307855
ELP,-0.2254784617153203,182.0,25.0,0.002041482933202678
MA,-0.22258537907352208,181.0,24.0,0.0019598236158745713
XLU,-0.22237365775257883,180.0,23.0,0.0018781642985464641
CX,-0.2210744032346474,179.0,22.0,0.001796504981218357
AZN,-0.21224391935628276,178.0,21.0,0.0017148456638902498
MFG,-0.21090112955460488,177.0,20.0,0.0016331863465621427
ITA,-0.20782210181709665,176.0,19.0,0.0015515270292340356
MBG,-0.1998740558235455,175.0,18.0,0.0014698677119059284
SNA,-0.1972182324720658,174.0,17.0,0.0013882083945778213
HD,-0.1800957899986157,173.0,16.0,0.0013065490772497142
VIV,-0.17670345243396904,172.0,15.0,0.001224889759921607
CAR,-0.16561068175672067,171.0,14.0,0.0011432304425935
NMR,-0.15840193590502147,170.0,13.0,0.0010615711252653928
NG,-0.1579097176333385,169.0,12.0,0.0009799118079372856
KGC,-0.15099538180379324,168.0,11.0,0.0008982524906091785
ACN,-0.15093744264903045,167.0,10.0,0.0008165931732810714
XOM,-0.13591906092119926,166.0,9.0,0.0007349338559529642
COPX,-0.13190155236485393,165.0,8.0,0.0006532745386248571
GLOB,-0.13151419414740684,164.0,7.0,0.00057161522129675
IJH,-0.12843138088763284,163.0,6.0,0.0004899559039686428
UGP,-0.12568249918303656,162.0,5.0,0.0004082965866405357
STNE,-0.11921284721546183,161.0,4.0,0.00032663726931242854
LYG,-0.11684021579809943,160.0,3.0,0.0002449779519843214
AMZN,-0.1141260902785202,159.0,2.0,0.00016331863465621427
GE,-0.11292644195056185,158.0,1.0,8.165931732810714e-05
ARKK,-0.07988671384875247,157.0,0.0,0.0
ITUB,-0.06739547574050167,156.0,-1.0,-8.165931732810714e-05
USO,-0.06344825950358096,155.0,-2.0,-0.00016331863465621427
KEP,-0.06194858912366337,154.0,-3.0,-0.0002449779519843214
PAC,-0.05859736463740162,153.0,-4.0,-0.00032663726931242854
ADP,-0.05797780469469663,152.0,-5.0,-0.0004082965866405357
SBS,-0.05291782225860873,151.0,-6.0,-0.0004899559039686428
NVDA,-0.04810199779475005,150.0,-7.0,-0.00057161522129675
CAH,-0.045055912422202214,149.0,-8.0,-0.0006532745386248571
BHP,-0.024333377923049727,148.0,-9.0,-0.0007349338559529642
OXY,-0.0047894708963772395,147.0,-10.0,-0.0008165931732810714
IEMG,0.0018184541624387295,146.0,-11.0,-0.0008982524906091785
B,0.004484400209603104,145.0,-12.0,-0.0009799118079372856
DIA,0.007893761757684923,144.0,-13.0,-0.0010615711252653928
MU,0.011902860440500214,143.0,-14.0,-0.0011432304425935
RIO,0.012337929953627197,142.0,-15.0,-0.001224889759921607
AXP,0.015357176110764939,141.0,-16.0,-0.0013065490772497142
IWM,0.03178317383234815,140.0,-17.0,-0.0013882083945778213
PEP,0.032780944186920735,139.0,-18.0,-0.0014698677119059284
JCI,0.04055717784896955,138.0,-19.0,-0.0015515270292340356
CAAP,0.040849738054129524,137.0,-20.0,-0.0016331863465621427
EEM,0.070743555603037,136.0,-21.0,-0.0017148456638902498
SLV,0.07254408169569272,135.0,-22.0,-0.001796504981218357
MDT,0.09231487021272886,134.0,-23.0,-0.0018781642985464641
MDLZ,0.10861717676801731,133.0,-24.0,-0.0019598236158745713
DEO,0.11482193226071993,132.0,-25.0,-0.002041482933202678
MOS,0.11603764953927179,131.0,-26.0,-0.0021231422505307855
XLP,0.11841847310371444,130.0,-27.0,-0.002204801567858893
ORLY,0.11990087856661569,129.0,-28.0,-0.002286460885187
USB,0.12141877048792235,128.0,-29.0,-0.0023681202025151067
TEAM,0.12342099153392057,127.0,-30.0,-0.002449779519843214
HOOD,0.12499514717454129,126.0,-31.0,-0.0025314388371713214
OKLO,0.1325187768289516,125.0,-32.0,-0.0026130981544994283
CAT,0.13456142826167952,124.0,-33.0,-0.0026947574718275353
TMUS,0.1372189984096771,123.0,-34.0,-0.0027764167891556426
LLY,0.14499783799080906,122.0,-35.0,-0.00285807610648375
KO,0.16375473128416626,121.0,-36.0,-0.002939735423811857
XLI,0.169325368091286,120.0,-37.0,-0.003021394741139964
FDX,0.17777920106908915,119.0,-38.0,-0.003103054058468071
MRVL,0.19763405833530026,118.0,-39.0,-0.0031847133757961785
GOOGL,0.20624692540425074,117.0,-40.0,-0.0032663726931242854
IBIT,0.2081632055195206,116.0,-41.0,-0.0033480320104523923
VRSN,0.209559316137326,115.0,-42.0,-0.0034296913277804997
FCX,0.214590707208566,114.0,-43.0,-0.003511350645108607
SLB,0.21650455648572134,113.0,-44.0,-0.003593009962436714
CSCO,0.22653398914552042,112.0,-45.0,-0.003674669279764821
VIST,0.22984753955633305,111.0,-46.0,-0.0037563285970929282
SID,0.23780174053950873,110.0,-47.0,-0.0038379879144210356
C,0.25553286976061285,109.0,-48.0,-0.0039196472317491425
ANF,0.2825709807668582,108.0,-49.0,-0.004001306549077249
ADI,0.31360895110513093,107.0,-50.0,-0.004082965866405356
TCOM,0.3194631064864671,106.0,-51.0,-0.004164625183733464
HUT,0.3199429022197897,105.0,-52.0,-0.004246284501061571
BIDU,0.35752587835132726,104.0,-53.0,-0.004327943818389678
HL,0.3685235427783315,103.0,-54.0,-0.004409603135717786
AAPL,0.3712070341277457,102.0,-55.0,-0.004491262453045893
SCCO,0.3767790865075566,101.0,-56.0,-0.004572921770374
PAAS,0.3779682263313457,100.0,-57.0,-0.0046545810877021065
EBAY,0.38970886641081987,99.0,-58.0,-0.004736240405030213
XPEV,0.3917307754875297,98.0,-59.0,-0.004817899722358321
INFY,0.4038535155681589,97.0,-60.0,-0.004899559039686428
VALE,0.40626766388769775,96.0,-61.0,-0.004981218357014535
PSQ,0.41115039577425566,95.0,-62.0,-0.005062877674342643
TM,0.42163321194780784,94.0,-63.0,-0.00514453699167075
SAP,0.43341063434633187,93.0,-64.0,-0.005226196308998857
MSTR,0.4424315337848698,92.0,-65.0,-0.005307855626326964
ABT,0.4447017806067063,91.0,-66.0,-0.0053895149436550705
PFE,0.46437473075322505,90.0,-67.0,-0.005471174260983178
ECL,0.46644780238020855,89.0,-68.0,-0.005552833578311285
NTES,0.467502535994209,88.0,-69.0,-0.005634492895639392
CCL,0.46979598060584643,87.0,-70.0,-0.0057161522129675
SUZ,0.477061928235666,86.0,-71.0,-0.005797811530295607
TMO,0.48313961130202954,85.0,-72.0,-0.005879470847623714
DE,0.4876161323286605,84.0,-73.0,-0.005961130164951821
NIO,0.4946331466610867,83.0,-74.0,-0.006042789482279928
KB,0.5131415777709387,82.0,-75.0,-0.006124448799608035
SONY,0.5182602490186713,81.0,-76.0,-0.006206108116936142
BABA,0.5245648387662969,80.0,-77.0,-0.006287767434264249
SH,0.5394547506727946,79.0,-78.0,-0.006369426751592357
TJX,0.5520824841017437,78.0,-79.0,-0.006451086068920464
LVS,0.5526429171567853,77.0,-80.0,-0.006532745386248571
HMY,0.5664100210124597,76.0,-81.0,-0.006614404703576678
CDE,0.5666104999688804,75.0,-82.0,-0.006696064020904785
AAL,0.5683974181240259,74.0,-83.0,-0.0067777233382328925
FXI,0.6085621065808482,73.0,-84.0,-0.006859382655560999
XYZ,0.6113098683145918,72.0,-85.0,-0.006941041972889106
SHOP,0.6216650649624591,71.0,-86.0,-0.007022701290217214
JNJ,0.6218855341721174,70.0,-87.0,-0.007104360607545321
PINS,0.6448256337935999,69.0,-88.0,-0.007186019924873428
XLF,0.6576605702673746,68.0,-89.0,-0.007267679242201535
GLW,0.6673890063410819,67.0,-90.0,-0.007349338559529642
GGB,0.6697239242316861,66.0,-91.0,-0.0074309978768577496
JOYY,0.6703360074493623,65.0,-92.0,-0.0075126571941858565
PSO,0.6773572869128508,64.0,-93.0,-0.007594316511513963
AMGN,0.683359104325058,63.0,-94.0,-0.007675975828842071
IREN,0.7321820239728182,62.0,-95.0,-0.007757635146170178
NFLX,0.7449773665844476,61.0,-96.0,-0.007839294463498285
UNP,0.7503298697589446,60.0,-97.0,-0.007920953780826393
URBN,0.7556082135793466,59.0,-98.0,-0.008002613098154499
RIOT,0.7783909284615927,58.0,-99.0,-0.008084272415482607
ORCL,0.8066125441625651,57.0,-100.0,-0.008165931732810713
T,0.8155250839912628,56.0,-101.0,-0.00824759105013882
DAL,0.8196623182094046,55.0,-102.0,-0.008329250367466928
BCS,0.8291635458922445,54.0,-103.0,-0.008410909684795034
BKR,0.9040906391904112,53.0,-104.0,-0.008492569002123142
SE,0.9093443393654921,52.0,-105.0,-0.00857422831945125
UL,0.9131561526919005,51.0,-106.0,-0.008655887636779356
FSLR,0.9190458550308943,50.0,-107.0,-0.008737546954107464
AVGO,0.9415710130657439,49.0,-108.0,-0.008819206271435572
UBER,0.9472569265672297,48.0,-109.0,-0.008900865588763678
JPM,0.9563119403165468,47.0,-110.0,-0.008982524906091785
ROST,0.9600723413143635,46.0,-111.0,-0.009064184223419891
HMC,0.9708444522242262,45.0,-112.0,-0.009145843540748
TSLA,0.9721720255069519,44.0,-113.0,-0.009227502858076107
COIN,0.9783344472926454,43.0,-114.0,-0.009309162175404213
BK,0.9895776834857448,42.0,-115.0,-0.00939082149273232
ALAB,1.0262311084583173,41.0,-116.0,-0.009472480810060427
GILD,1.036002959354498,40.0,-117.0,-0.009554140127388535
RACE,1.054559265371602,39.0,-118.0,-0.009635799444716642
CEG,1.0998360485912313,38.0,-119.0,-0.009717458762044748
MO,1.1265558777930698,37.0,-120.0,-0.009799118079372856
JD,1.1463039453944528,36.0,-121.0,-0.009880777396700964
MSI,1.1472076965754905,35.0,-122.0,-0.00996243671402907
HSY,1.168524800402435,34.0,-123.0,-0.010044096031357178
RGTI,1.2574930762364749,33.0,-124.0,-0.010125755348685286
TWLO,1.2798267073443887,32.0,-125.0,-0.010207414666013392
RTX,1.295329355298474,31.0,-126.0,-0.0102890739833415
SPOT,1.3158057829288226,30.0,-127.0,-0.010370733300669606
IBM,1.352373492248899,29.0,-128.0,-0.010452392617997713
NUE,1.3679209393356864,28.0,-129.0,-0.010534051935325821
DD,1.3781308590527204,27.0,-130.0,-0.010615711252653927
HPQ,1.382188309808103,26.0,-131.0,-0.010697370569982035
BMY,1.4131340163073622,25.0,-132.0,-0.010779029887310141
WFC,1.4429825009783381,24.0,-133.0,-0.010860689204638249
RKLB,1.451459392972412,23.0,-134.0,-0.010942348521966357
WMT,1.4746782043259217,22.0,-135.0,-0.011024007839294463
IP,1.4820504578480227,21.0,-136.0,-0.01110566715662257
UAL,1.5402149461880084,20.0,-137.0,-0.011187326473950678
PM,1.5581638811121588,19.0,-138.0,-0.011268985791278784
GS,1.5853563554288643,18.0,-139.0,-0.011350645108606892
BB,1.6019003252557353,17.0,-140.0,-0.011432304425935
ISRG,1.707542606688797,16.0,-141.0,-0.011513963743263106
FNMA,1.8238372059254762,15.0,-142.0,-0.011595623060591214
FMCC,1.876743869977121,14.0,-143.0,-0.01167728237791932
META,2.11243774051331,13.0,-144.0,-0.011758941695247428
PLTR,2.2881858195558737,12.0,-145.0,-0.011840601012575535
ARM,2.467277942645545,11.0,-146.0,-0.011922260329903641
VXX,2.486758233801147,10.0,-147.0,-0.01200391964723175
HWM,2.507453053190049,9.0,-148.0,-0.012085578964559855
SNOW,2.5416202613461922,8.0,-149.0,-0.012167238281887963
UPST,2.659062836259234,7.0,-150.0,-0.01224889759921607
SBUX,3.2388355065402297,6.0,-151.0,-0.012330556916544177
ASTS,3.564053144615228,5.0,-152.0,-0.012412216233872285
DOCU,3.696291589448077,4.0,-153.0,-0.012493875551200392
PHG,4.228225845623031,3.0,-154.0,-0.012575534868528498
GRMN,5.845589377766339,2.0,-155.0,-0.012657194185856606
MMM,6.07122269908567,1.0,-156.0,-0.012738853503184714
